state,year,state_unemployment,state_median_income,state_per_capita_income,state_gdp,state_nonfarm_employment,national_unemployment,fed_funds_rate,cpi,mortgage_30yr,consumer_confidence,treasury_10yr,unemployment_vs_national
NY,2015,5.2167,74710.0,56608.0,1498474.7,9291.0333,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,-0.05830000000000002
NY,2016,4.875,78440.0,58400.0,1556830.0,9435.8583,4.875,0.395,240.0054,3.654,91.8417,1.8374,0.0
NY,2017,4.6417,77220.0,62206.0,1624800.7,9563.725,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,0.2834000000000003
NY,2018,4.1,82740.0,64229.0,1710665.6,9687.4417,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,0.20829999999999949
NY,2019,3.8917,87080.0,66460.0,1787470.9,9791.8167,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,0.21670000000000034
NC,2010,10.8,60860.0,35848.0,422282.2,3868.65,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,1.1917000000000009
NC,2011,10.35,60880.0,36822.0,430040.1,3919.1833,8.9333,0.1017,224.923,4.4479,67.35,2.7816,1.4167000000000005
NC,2012,9.6,54900.0,38876.0,444063.2,3989.4583,8.075,0.14,229.5861,3.6575,76.5417,1.8034,1.5250000000000004
NC,2013,7.775,60490.0,38074.0,460946.4,4062.575,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,0.4167000000000005
NC,2014,6.1167,60210.0,39880.0,482295.7,4147.375,6.1583,0.0892,236.715,4.1689,84.125,2.5396,-0.04159999999999986
NC,2015,5.6583,65430.0,41632.0,508672.4,4249.8333,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,0.3832999999999993
NC,2016,5.1,68640.0,42596.0,528284.3,4351.1333,4.875,0.395,240.0054,3.654,91.8417,1.8374,0.22499999999999964
NC,2017,4.55,62170.0,44219.0,546810.1,4425.1417,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,0.19169999999999998
NC,2018,4.0083,65640.0,46048.0,568037.3,4509.825,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,0.11660000000000004
NC,2019,3.875,74120.0,48374.0,592449.6,4597.6833,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,0.20000000000000018
ND,2010,3.6583,70820.0,44081.0,35651.8,376.6417,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,-5.949999999999999
ND,2011,3.3417,75900.0,48873.0,41602.1,397.1833,8.9333,0.1017,224.923,4.4479,67.35,2.7816,-5.5916
ND,2012,2.9417,73680.0,56056.0,52079.1,429.5167,8.075,0.14,229.5861,3.6575,76.5417,1.8034,-5.133299999999999
ND,2013,2.8917,77220.0,54337.0,54877.0,445.1167,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,-4.4666
ND,2014,2.6667,78160.0,56647.0,61108.3,462.0333,6.1583,0.0892,236.715,4.1689,84.125,2.5396,-3.4915999999999996
ND,2015,2.775,73950.0,52972.0,56952.2,454.4417,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,-2.5000000000000004
ND,2016,3.0167,76840.0,51298.0,52666.3,435.3917,4.875,0.395,240.0054,3.654,91.8417,1.8374,-1.8582999999999998
ND,2017,2.6,75490.0,51830.0,56530.2,432.825,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,-1.7582999999999998
ND,2018,2.3917,81790.0,55173.0,60377.1,436.5083,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,-1.5
ND,2019,2.15,84870.0,56657.0,60892.5,440.9667,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,-1.525
OH,2010,9.9917,63710.0,36580.0,500274.2,5037.05,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,0.38339999999999996
OH,2011,8.7583,60130.0,38927.0,525456.4,5109.025,8.9333,0.1017,224.923,4.4479,67.35,2.7816,-0.17499999999999893
OH,2012,7.3917,58630.0,40279.0,543035.4,5202.6167,8.075,0.14,229.5861,3.6575,76.5417,1.8034,-0.6832999999999991
OH,2013,7.3833,66250.0,40752.0,566419.9,5267.8583,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,0.025000000000000355
OH,2014,5.8167,63900.0,42277.0,597152.3,5343.975,6.1583,0.0892,236.715,4.1689,84.125,2.5396,-0.3415999999999997
OH,2015,4.9583,68650.0,43799.0,615275.5,5424.2083,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,-0.3167
OH,2016,5.0583,68920.0,44574.0,627294.7,5482.9417,4.875,0.395,240.0054,3.654,91.8417,1.8374,0.18330000000000002
OH,2017,4.9333,76140.0,46114.0,652187.5,5527.6917,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,0.5750000000000002
OH,2018,4.475,75800.0,47821.0,672540.1,5563.8583,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,0.5832999999999995
OH,2019,4.125,78370.0,49395.0,702914.8,5596.4167,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,0.4500000000000002
OK,2010,6.4417,59850.0,37157.0,155267.5,1555.825,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,-3.1666
OK,2011,5.5667,65260.0,39694.0,167207.9,1577.9917,8.9333,0.1017,224.923,4.4479,67.35,2.7816,-3.366599999999999
OK,2012,5.075,63960.0,41905.0,175361.2,1614.1167,8.075,0.14,229.5861,3.6575,76.5417,1.8034,-2.999999999999999
OK,2013,5.1167,60260.0,43607.0,184104.6,1635.25,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,-2.2416
OK,2014,4.3417,60750.0,45884.0,197074.1,1656.2333,6.1583,0.0892,236.715,4.1689,84.125,2.5396,-1.8165999999999993
OK,2015,4.2833,60640.0,44279.0,187364.7,1667.6833,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,-0.9917000000000007
OK,2016,4.65,65040.0,42053.0,182238.8,1653.025,4.875,0.395,240.0054,3.654,91.8417,1.8374,-0.22499999999999964
OK,2017,4.0333,65100.0,43873.0,192538.6,1662.7,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,-0.3250000000000002
OK,2018,3.2917,66950.0,46030.0,204193.9,1689.5917,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,-0.6000000000000001
OK,2019,3.1167,71990.0,48177.0,205992.7,1705.45,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,-0.5583
OR,2010,10.5583,70260.0,35941.0,163150.5,1605.1083,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,0.9499999999999993
OR,2011,9.4583,69390.0,37531.0,169693.8,1623.75,8.9333,0.1017,224.923,4.4479,67.35,2.7816,0.5250000000000004
OR,2012,8.7083,68410.0,39128.0,173856.8,1644.1917,8.075,0.14,229.5861,3.6575,76.5417,1.8034,0.6333000000000002
OR,2013,7.75,63960.0,39462.0,178975.4,1679.45,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,0.39170000000000016
OR,2014,6.6417,75780.0,41654.0,187837.6,1727.5333,6.1583,0.0892,236.715,4.1689,84.125,2.5396,0.4834000000000005
OR,2015,5.4583,78360.0,44166.0,200592.6,1788.6667,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,0.18330000000000002
OR,2016,4.75,75500.0,45467.0,211782.4,1844.0083,4.875,0.395,240.0054,3.654,91.8417,1.8374,-0.125
OR,2017,4.0667,78410.0,47566.0,225534.5,1886.6333,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,-0.29159999999999986
OR,2018,4.0333,85070.0,50209.0,238466.9,1923.15,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,0.1415999999999995
OR,2019,3.725,90190.0,52190.0,248781.8,1954.5083,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,0.050000000000000266
PA,2010,8.1167,67090.0,42097.0,604629.6,5621.8917,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,-1.4916
PA,2011,7.7,67210.0,44119.0,623767.9,5686.675,8.9333,0.1017,224.923,4.4479,67.35,2.7816,-1.233299999999999
PA,2012,7.5833,68580.0,45637.0,646434.3,5726.7333,8.075,0.14,229.5861,3.6575,76.5417,1.8034,-0.4916999999999989
PA,2013,7.05,72000.0,45902.0,670767.4,5741.0917,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,-0.3083
PA,2014,5.9667,71010.0,47467.0,695546.6,5788.1667,6.1583,0.0892,236.715,4.1689,84.125,2.5396,-0.19159999999999933
PA,2015,5.4167,77780.0,49291.0,716534.3,5834.4417,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,0.14169999999999927
PA,2016,5.3333,77850.0,50572.0,733165.9,5882.525,4.875,0.395,240.0054,3.654,91.8417,1.8374,0.4583000000000004
PA,2017,4.975,76890.0,51886.0,754318.0,5941.925,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,0.6166999999999998
PA,2018,4.4083,79360.0,54468.0,780620.7,6010.75,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,0.5165999999999995
PA,2019,4.2667,85540.0,56139.0,802233.1,6066.1083,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,0.5917000000000003
RI,2010,11.6167,71680.0,42630.0,49409.1,462.1583,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,2.0084
RI,2011,11.1,66030.0,44095.0,50123.7,464.65,8.9333,0.1017,224.923,4.4479,67.35,2.7816,2.1667000000000005
RI,2012,10.3,74070.0,45298.0,51527.5,469.6833,8.075,0.14,229.5861,3.6575,76.5417,1.8034,2.2250000000000014
RI,2013,9.4833,73520.0,45104.0,52994.2,475.7583,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,2.125
RI,2014,7.7667,75470.0,46630.0,54612.5,482.9,6.1583,0.0892,236.715,4.1689,84.125,2.5396,1.6084000000000005
RI,2015,6.0167,71740.0,48049.0,56604.0,489.6,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,0.7416999999999998
RI,2016,5.2417,78550.0,48515.0,57714.6,494.2083,4.875,0.395,240.0054,3.654,91.8417,1.8374,0.3666999999999998
RI,2017,4.475,82060.0,50414.0,58771.6,498.0333,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,0.1166999999999998
RI,2018,4.05,76580.0,52132.0,60064.9,501.1417,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,0.15829999999999966
RI,2019,3.525,85020.0,55123.0,62814.7,504.625,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,-0.1499999999999999
SC,2010,11.0833,57900.0,32749.0,166767.4,1813.025,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,1.4749999999999996
SC,2011,10.3583,53980.0,34406.0,172844.7,1834.825,8.9333,0.1017,224.923,4.4479,67.35,2.7816,1.4250000000000007
SC,2012,9.0333,58660.0,35807.0,178503.9,1866.6417,8.075,0.14,229.5861,3.6575,76.5417,1.8034,0.9583000000000013
SC,2013,7.425,56870.0,35923.0,186268.3,1903.425,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,0.06669999999999998
SC,2014,6.3,57830.0,37755.0,195744.4,1953.7083,6.1583,0.0892,236.715,4.1689,84.125,2.5396,0.14170000000000016
SC,2015,5.9,59710.0,39598.0,207510.0,2009.1917,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,0.625
SC,2016,4.9,69370.0,40752.0,217555.5,2058.1333,4.875,0.395,240.0054,3.654,91.8417,1.8374,0.025000000000000355
SC,2017,4.1917,68430.0,42385.0,224937.6,2099.25,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,-0.16659999999999986
SC,2018,3.3667,70650.0,43817.0,236561.7,2157.7833,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,-0.5250000000000004
SC,2019,2.7667,75180.0,46150.0,249575.7,2192.5333,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,-0.9082999999999997
SD,2010,4.8583,62970.0,41275.0,38208.2,402.325,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,-4.75
SD,2011,4.5583,63600.0,44532.0,42082.7,406.9833,8.9333,0.1017,224.923,4.4479,67.35,2.7816,-4.374999999999999
SD,2012,4.0167,65290.0,44996.0,44127.3,413.7833,8.075,0.14,229.5861,3.6575,76.5417,1.8034,-4.058299999999999
SD,2013,3.7,69720.0,44988.0,45498.6,417.4583,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,-3.6582999999999997
SD,2014,3.3417,68280.0,46732.0,47159.9,423.75,6.1583,0.0892,236.715,4.1689,84.125,2.5396,-2.8165999999999998
SD,2015,3.025,70930.0,48308.0,48678.9,428.2667,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,-2.2500000000000004
SD,2016,3.0,73350.0,48284.0,49842.6,432.0917,4.875,0.395,240.0054,3.654,91.8417,1.8374,-1.875
SD,2017,3.0167,71410.0,49408.0,51615.1,434.0083,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,-1.3415999999999997
SD,2018,2.7667,73130.0,51579.0,53349.5,437.6917,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,-1.125
SD,2019,2.7417,77870.0,54408.0,55175.8,440.4417,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,-0.9333
TN,2010,9.8,53580.0,35809.0,258657.6,2622.0333,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,0.19170000000000087
TN,2011,9.0417,56940.0,37696.0,270055.0,2669.3167,8.9333,0.1017,224.923,4.4479,67.35,2.7816,0.10840000000000138
TN,2012,7.925,56810.0,39079.0,285897.5,2723.65,8.075,0.14,229.5861,3.6575,76.5417,1.8034,-0.14999999999999947
TN,2013,7.625,56600.0,39099.0,296756.3,2768.9417,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,0.26670000000000016
TN,2014,6.575,56270.0,40225.0,307448.5,2829.875,6.1583,0.0892,236.715,4.1689,84.125,2.5396,0.4167000000000005
TN,2015,5.525,60960.0,41937.0,326382.5,2901.0,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,0.25
TN,2016,4.7417,65550.0,42938.0,339350.2,2973.2167,4.875,0.395,240.0054,3.654,91.8417,1.8374,-0.1333000000000002
TN,2017,3.7333,69390.0,44407.0,355417.5,3021.1417,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,-0.625
TN,2018,3.5,68950.0,46449.0,369713.2,3071.75,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,-0.39170000000000016
TN,2019,3.3333,68630.0,48903.0,385833.0,3125.925,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,-0.3416999999999999
TX,2010,8.25,65630.0,38911.0,1255660.8,10376.3167,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,-1.3582999999999998
TX,2011,8.0333,66050.0,41941.0,1351776.9,10607.3583,8.9333,0.1017,224.923,4.4479,67.35,2.7816,-0.8999999999999986
TX,2012,6.7083,68610.0,43869.0,1429588.0,10916.775,8.075,0.14,229.5861,3.6575,76.5417,1.8034,-1.366699999999999
TX,2013,6.3167,67100.0,44403.0,1526781.9,11243.6167,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,-1.0415999999999999
TX,2014,5.1833,69340.0,46747.0,1592177.6,11595.175,6.1583,0.0892,236.715,4.1689,84.125,2.5396,-0.9749999999999996
TX,2015,4.4667,72740.0,46767.0,1585985.9,11867.0833,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,-0.8083
TX,2016,4.6667,74240.0,45868.0,1582981.5,12016.1333,4.875,0.395,240.0054,3.654,91.8417,1.8374,-0.20830000000000037
TX,2017,4.3583,75400.0,48524.0,1667313.0,12231.4,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,0.0
TX,2018,3.9167,73530.0,51346.0,1808026.9,12522.175,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,0.02499999999999991
TX,2019,3.525,81740.0,53271.0,1864872.3,12813.2833,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,-0.1499999999999999
UT,2010,8.2583,78730.0,32037.0,118296.3,1182.475,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,-1.3499999999999996
UT,2011,7.2167,74730.0,34015.0,125137.8,1207.7833,8.9333,0.1017,224.923,4.4479,67.35,2.7816,-1.7165999999999988
UT,2012,4.7583,77080.0,35622.0,129431.4,1250.35,8.075,0.14,229.5861,3.6575,76.5417,1.8034,-3.316699999999999
UT,2013,4.1917,79690.0,36102.0,135344.3,1290.35,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,-3.1666
UT,2014,3.625,81580.0,37621.0,142627.7,1327.075,6.1583,0.0892,236.715,4.1689,84.125,2.5396,-2.5332999999999997
UT,2015,3.5,85340.0,39881.0,149762.1,1377.6833,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,-1.7750000000000004
UT,2016,3.3333,86150.0,41295.0,159330.6,1425.9333,4.875,0.395,240.0054,3.654,91.8417,1.8374,-1.5417
UT,2017,3.1583,87560.0,43030.0,172075.0,1468.0583,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,-1.1999999999999997
UT,2018,2.9167,94780.0,45463.0,186805.7,1515.775,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,-0.9750000000000001
UT,2019,2.5417,102400.0,48163.0,201312.2,1557.425,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,-1.1332999999999998
VT,2010,6.2083,77660.0,41491.0,27478.3,298.2167,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,-3.3999999999999995
VT,2011,5.4,69840.0,43754.0,28558.5,300.8417,8.9333,0.1017,224.923,4.4479,67.35,2.7816,-3.5332999999999988
VT,2012,4.7833,73440.0,44858.0,29325.6,304.6833,8.075,0.14,229.5861,3.6575,76.5417,1.8034,-3.2916999999999996
VT,2013,4.4167,85520.0,45296.0,29477.6,306.7833,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,-2.9416
VT,2014,3.9083,78140.0,46894.0,30359.4,309.6833,6.1583,0.0892,236.715,4.1689,84.125,2.5396,-2.2499999999999996
VT,2015,3.475,76630.0,48117.0,31152.4,312.3583,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,-1.8000000000000003
VT,2016,3.125,77670.0,48827.0,31840.2,313.3,4.875,0.395,240.0054,3.654,91.8417,1.8374,-1.75
VT,2017,2.95,79900.0,50009.0,32589.2,315.1583,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,-1.4082999999999997
VT,2018,2.5,86170.0,51691.0,33482.6,316.0417,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,-1.3917000000000002
VT,2019,2.1,90050.0,54278.0,34760.3,316.3583,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,-1.5749999999999997
VA,2010,6.8083,83820.0,45442.0,425490.8,3646.6083,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,-2.8
VA,2011,6.2833,84330.0,47563.0,433683.7,3694.075,8.9333,0.1017,224.923,4.4479,67.35,2.7816,-2.6499999999999995
VA,2012,5.8167,85390.0,49049.0,445008.5,3736.975,8.075,0.14,229.5861,3.6575,76.5417,1.8034,-2.2582999999999993
VA,2013,5.525,86030.0,48195.0,456911.6,3763.2,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,-1.8332999999999995
VA,2014,5.0667,85150.0,49760.0,465601.7,3784.1333,6.1583,0.0892,236.715,4.1689,84.125,2.5396,-1.0915999999999997
VA,2015,4.375,79200.0,51617.0,485540.9,3860.475,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,-0.9000000000000004
VA,2016,4.0,84840.0,52656.0,499032.4,3918.475,4.875,0.395,240.0054,3.654,91.8417,1.8374,-0.875
VA,2017,3.625,88840.0,54377.0,515167.2,3964.2167,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,-0.7332999999999998
VA,2018,3.0,94890.0,56130.0,537158.3,4018.6583,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,-0.8917000000000002
VA,2019,2.725,98550.0,58362.0,561701.8,4065.55,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,-0.9499999999999997
WA,2010,9.9917,77980.0,42327.0,363544.2,2835.5667,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,0.38339999999999996
WA,2011,9.4333,76560.0,44279.0,377518.8,2871.9417,8.9333,0.1017,224.923,4.4479,67.35,2.7816,0.5
WA,2012,8.4417,82160.0,47053.0,398358.5,2919.25,8.075,0.14,229.5861,3.6575,76.5417,1.8034,0.3667000000000016
WA,2013,6.625,83440.0,47448.0,416924.1,2983.875,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,-0.7332999999999998
WA,2014,5.9333,76030.0,50259.0,439851.2,3057.0333,6.1583,0.0892,236.715,4.1689,84.125,2.5396,-0.22499999999999964
WA,2015,5.4417,86610.0,52408.0,467590.6,3144.1833,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,0.16669999999999963
WA,2016,5.1917,89770.0,54296.0,489790.2,3240.9333,4.875,0.395,240.0054,3.654,91.8417,1.8374,0.3167
WA,2017,4.65,89760.0,56800.0,527169.4,3320.45,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,0.2917000000000005
WA,2018,4.4,98060.0,59824.0,570337.8,3400.9167,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,0.5083000000000002
WA,2019,4.1833,99930.0,63431.0,608643.4,3467.8167,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,0.5083000000000002
WV,2010,8.4,59400.0,32642.0,66160.4,712.95,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,-1.2082999999999995
WV,2011,7.7083,56320.0,34490.0,69367.6,720.2417,8.9333,0.1017,224.923,4.4479,67.35,2.7816,-1.2249999999999988
WV,2012,7.2,57540.0,35233.0,70303.1,729.05,8.075,0.14,229.5861,3.6575,76.5417,1.8034,-0.8749999999999991
WV,2013,6.7083,56220.0,35093.0,71758.6,726.175,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,-0.6499999999999995
WV,2014,6.4917,50910.0,36243.0,73042.6,724.0333,6.1583,0.0892,236.715,4.1689,84.125,2.5396,0.33340000000000014
WV,2015,6.5417,55160.0,37068.0,71713.4,720.8,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,1.2666999999999993
WV,2016,6.075,56630.0,37075.0,71248.9,711.6167,4.875,0.395,240.0054,3.654,91.8417,1.8374,1.2000000000000002
WV,2017,5.2,58920.0,38841.0,75172.4,710.075,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,0.8417000000000003
WV,2018,5.1417,62200.0,41001.0,79794.3,720.0333,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,1.25
WV,2019,4.925,65090.0,42615.0,80242.4,715.825,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,1.25
WI,2010,8.4167,69910.0,39048.0,256159.5,2724.9,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,-1.1915999999999993
WI,2011,7.55,70110.0,41067.0,265444.0,2751.7417,8.9333,0.1017,224.923,4.4479,67.35,2.7816,-1.3832999999999993
WI,2012,6.9167,70130.0,42639.0,276253.4,2781.3,8.075,0.14,229.5861,3.6575,76.5417,1.8034,-1.1582999999999997
WI,2013,6.6667,67520.0,42685.0,283791.4,2809.7083,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,-0.6916000000000002
WI,2014,5.3667,74750.0,44156.0,296169.9,2853.1667,6.1583,0.0892,236.715,4.1689,84.125,2.5396,-0.7915999999999999
WI,2015,4.4167,71390.0,45928.0,308304.5,2893.3917,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,-0.8583000000000007
WI,2016,3.9333,76370.0,46595.0,315420.0,2929.7333,4.875,0.395,240.0054,3.654,91.8417,1.8374,-0.9417
WI,2017,3.2833,79650.0,48311.0,321886.8,2952.1833,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,-1.0749999999999997
WI,2018,3.0,77030.0,50520.0,335144.3,2980.65,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,-0.8917000000000002
WI,2019,3.2083,81630.0,52370.0,346906.6,2988.5917,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,-0.4666999999999999
WY,2010,6.875,72480.0,46395.0,37567.5,284.475,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,-2.7333
WY,2011,6.0667,73410.0,50631.0,39615.1,289.2833,8.9333,0.1017,224.923,4.4479,67.35,2.7816,-2.866599999999999
WY,2012,5.4417,75990.0,53597.0,38679.3,292.7917,8.075,0.14,229.5861,3.6575,76.5417,1.8034,-2.6332999999999993
WY,2013,4.7167,88040.0,52835.0,39365.6,293.975,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,-2.6415999999999995
WY,2014,4.3583,71680.0,56251.0,40573.9,298.4083,6.1583,0.0892,236.715,4.1689,84.125,2.5396,-1.7999999999999998
WY,2015,4.25,78470.0,56120.0,38624.8,296.875,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,-1.0250000000000004
WY,2016,5.275,73830.0,53419.0,36105.9,285.95,4.875,0.395,240.0054,3.654,91.8417,1.8374,0.40000000000000036
WY,2017,4.3417,74700.0,56378.0,37620.3,283.5833,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,-0.016599999999999504
WY,2018,4.0667,76920.0,59197.0,39614.5,285.95,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,0.17499999999999982
WY,2019,3.7333,78940.0,61853.0,40029.5,290.6417,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,0.05830000000000002
DC,2010,9.775,79050.0,63190.0,106128.6,712.225,9.6083,0.175,218.0762,4.6898,71.8417,3.2151,0.16670000000000051
DC,2011,10.0833,74410.0,66985.0,109953.9,726.0083,8.9333,0.1017,224.923,4.4479,67.35,2.7816,1.1500000000000004
DC,2012,8.9583,86200.0,67522.0,112512.7,732.65,8.075,0.14,229.5861,3.6575,76.5417,1.8034,0.8833000000000002
DC,2013,8.4167,78400.0,67081.0,114832.7,743.3583,7.3583,0.1075,232.9517,3.9756,79.2083,2.3502,1.0584000000000007
DC,2014,7.7167,87880.0,70527.0,119998.0,748.1667,6.1583,0.0892,236.715,4.1689,84.125,2.5396,1.5584000000000007
DC,2015,6.8833,90250.0,74784.0,124753.6,763.7417,5.275,0.1325,237.0018,3.8506,92.9417,2.1383,1.6082999999999998
DC,2016,6.2333,90620.0,77500.0,129933.5,777.0583,4.875,0.395,240.0054,3.654,91.8417,1.8374,1.3582999999999998
DC,2017,6.1083,102000.0,79567.0,134298.8,784.3833,4.3583,1.0017,245.121,3.9898,96.7667,2.3295,1.75
DC,2018,5.7167,105500.0,82272.0,141240.2,792.8583,3.8917,1.8317,251.0995,4.5446,98.3667,2.9112,1.8250000000000002
DC,2019,5.5167,112800.0,83675.0,145071.4,797.3333,3.675,2.1583,255.6526,3.9358,95.9833,2.1414,1.8417000000000003
